Domain,Url,Product_id,Rating,Comment,Review Time,Bought Time
adayroi.com,https://www.adayroi.com/may-loc-nuoc-rdl-profi-p-PRI978882?offer=PRI978882_QKI,PRI978882,5,,2018-11-23 09:34:00,
adayroi.com,https://www.adayroi.com/may-loc-nuoc-tinh-khiet-ro-haohsing-10-lit-p-PRI1246252?offer=PRI1246252_R5J,PRI1246252,5,,2018-08-15 21:31:00,
adayroi.com,https://www.adayroi.com/may-loc-nuoc-r-o-tan-a-pro-9-cap-loc-khong-vo-tu-khong-ho-tro-lap-dat-mien-phi-tai-chung-cu-p-PRI1216433?offer=PRI1216433_QPQ,PRI1216433,4,,2018-11-08 14:48:00,
adayroi.com,https://www.adayroi.com/may-loc-nuoc-ro-tan-a-pro-9-cap-loc-p-PRI978266?offer=PRI978266_QPQ,PRI978266,5,,2018-11-04 12:36:00,
adayroi.com,https://www.adayroi.com/may-loc-nuoc-thuong-karofi-7-cap-tu-iq-kt70iq-1-bo-3-loi-loc-karofi-khong-ho-tro-lap-dat-mien-phi-tai-chung-cu-p-PRI1152574?offer=PRI1152574_113098,PRI1152574,5,"Nghe nói nước sau máy uống trực tiếp, nhưng nhà mình bể ngang không biết lắp được không",2017-08-04 11:14:00,
adayroi.com,https://www.adayroi.com/may-loc-nuoc-thuong-karofi-7-cap-tu-iq-kt70iq-1-bo-3-loi-loc-karofi-khong-ho-tro-lap-dat-mien-phi-tai-chung-cu-p-PRI1152574?offer=PRI1152574_113098,PRI1152574,5,Nước khu vực mình nhiễm đá vôi có dùng được máy không,2017-07-29 17:25:00,
adayroi.com,https://www.adayroi.com/may-loc-nuoc-thuong-karofi-8-cap-tu-iq-kt80iq-1-bo-3-loi-loc-karofi-khong-ho-tro-lap-dat-mien-phi-tai-chung-cu-p-PRI1152589?offer=PRI1152589_113098,PRI1152589,5,mới mua 1 cây nóng lạnh có hệ thống lọc bên trong cũng của karofi,2017-07-22 14:55:00,
adayroi.com,https://www.adayroi.com/may-loc-nuoc-thuong-karofi-8-cap-tu-iq-kt80iq-1-bo-3-loi-loc-karofi-khong-ho-tro-lap-dat-mien-phi-tai-chung-cu-p-PRI1152589?offer=PRI1152589_113098,PRI1152589,5,đã mua vì hãng có chứng nhận nước uống trực tiếp không cần đun,2017-07-22 14:50:00,
adayroi.com,https://www.adayroi.com/may-loc-nuoc-thuong-karofi-8-cap-tu-iq-kt80iq-1-bo-3-loi-loc-karofi-khong-ho-tro-lap-dat-mien-phi-tai-chung-cu-p-PRI1152589?offer=PRI1152589_113098,PRI1152589,5,máy dùng tốt chạy êm,2017-07-18 10:33:00,
adayroi.com,https://www.adayroi.com/may-loc-nuoc-thuong-karofi-9-cap-loi-orp-tu-iq-kt90iq-a-1-bo-3-loi-loc-karofi-khong-lap-dat-mien-phi-tai-chung-cu-p-PRI1152612?offer=PRI1152612_113098,PRI1152612,5,tủ kính cường lực đẹp,2017-07-21 21:09:00,
adayroi.com,https://www.adayroi.com/may-loc-nuoc-thuong-karofi-9-cap-loi-orp-tu-iq-kt90iq-a-1-bo-3-loi-loc-karofi-khong-lap-dat-mien-phi-tai-chung-cu-p-PRI1152612?offer=PRI1152612_113098,PRI1152612,5,KHông liên quan nhưng cả họ hàng bạn bè dùng Karofi =))),2017-07-18 10:20:00,
adayroi.com,https://www.adayroi.com/may-loc-nuoc-thuong-karofi-9-cap-loi-orp-tu-iq-kt90iq-a-1-bo-3-loi-loc-karofi-khong-lap-dat-mien-phi-tai-chung-cu-p-PRI1152612?offer=PRI1152612_113098,PRI1152612,5,"Máy này không có báo thay lõi, nên mua máy thông minh đỡ phải tự tính",2017-07-18 10:18:00,
adayroi.com,https://www.adayroi.com/may-loc-nuoc-kangaroo-9-loi-khong-vo-tu-kg109akv-p-692260?offer=692260_M-QMH,692260,5,,2018-10-27 17:38:00,
adayroi.com,https://www.adayroi.com/may-loc-nuoc-thong-minh-iro-1-1-karofi-7-cap-khong-tu-kt-k7i-1-khong-ho-tro-lap-dat-mien-phi-tai-chung-cu-p-PRI1152731?offer=PRI1152731_070281,PRI1152731,5,"nhà dùng thấy nước ngon, nhưng có dụng cụ nào để kiểm tra được nước ở nhà không nhỉ",2017-07-29 17:23:00,
adayroi.com,https://www.adayroi.com/may-loc-nuoc-thong-minh-iro-1-1-karofi-7-cap-khong-tu-kt-k7i-1-khong-ho-tro-lap-dat-mien-phi-tai-chung-cu-p-PRI1152731?offer=PRI1152731_070281,PRI1152731,5,nhà mình trước dùng tủ Inox giờ muốn đổi sang tủ kính được không,2017-07-18 10:28:00,
adayroi.com,https://www.adayroi.com/may-loc-nuoc-tieu-chuan-sro-karofi-9-cap-loi-orp-tu-iq-ksi90-a-1-bo-3-loi-loc-karofi-khong-lap-dat-mien-phi-tai-chung-cu-p-PRI1152667?offer=PRI1152667_113098,PRI1152667,5,loại này hay loại có cái đèn UV thì tốt hơn nhỉ,2017-08-11 09:06:00,
adayroi.com,https://www.adayroi.com/may-loc-nuoc-tieu-chuan-sro-karofi-9-cap-loi-orp-tu-iq-ksi90-a-1-bo-3-loi-loc-karofi-khong-lap-dat-mien-phi-tai-chung-cu-p-PRI1152667?offer=PRI1152667_113098,PRI1152667,5,nhà 6 người công suất máy thấy dùng thoải mái,2017-08-11 09:03:00,
adayroi.com,https://www.adayroi.com/may-loc-nuoc-tieu-chuan-sro-karofi-9-cap-loi-orp-tu-iq-ksi90-a-1-bo-3-loi-loc-karofi-khong-lap-dat-mien-phi-tai-chung-cu-p-PRI1152667?offer=PRI1152667_113098,PRI1152667,5,"Tủ kính đẹp, nước uống ngọt, lại không phải đun",2017-07-22 13:35:00,
adayroi.com,https://www.adayroi.com/may-loc-nuoc-thuong-karofi-9-cap-den-uv-tu-iq-kt90iq-1-bo-3-loi-loc-karofi-khong-ho-tro-lap-dat-mien-phi-tai-chung-cu-p-PRI1152603?offer=PRI1152603_113098,PRI1152603,5,"karofi mẫu mã, kiểu dáng luôn đi trước. Nhà đã dùn và tư vấn cho người thân lựa chọn",2017-08-04 11:20:00,
adayroi.com,https://www.adayroi.com/may-loc-nuoc-thuong-karofi-9-cap-den-uv-tu-iq-kt90iq-1-bo-3-loi-loc-karofi-khong-ho-tro-lap-dat-mien-phi-tai-chung-cu-p-PRI1152603?offer=PRI1152603_113098,PRI1152603,5,Nhìn con người nước đáng yêu và dễ gần trong quảng cáo nên rước một em. SP chất lượng đấy.,2017-07-29 17:24:00,
adayroi.com,https://www.adayroi.com/may-loc-nuoc-thuong-karofi-9-cap-den-uv-tu-iq-kt90iq-1-bo-3-loi-loc-karofi-khong-ho-tro-lap-dat-mien-phi-tai-chung-cu-p-PRI1152603?offer=PRI1152603_113098,PRI1152603,5,"Thấy máy quảng cáo có cục nano bạc đảm bảo ko có vi khuẩn tái nhiễm, dùng nước an tâm hơn so với các bình nước ngoài thị trường",2017-07-22 09:08:00,
adayroi.com,https://www.adayroi.com/may-loc-nuoc-optimus-karofi-o-s128-hang-chinh-hang-p-1288414?offer=1288414_113098,1288414,5,,2018-11-17 23:28:00,
adayroi.com,https://www.adayroi.com/may-loc-nuoc-optimus-karofi-o-i128-hang-chinh-hang-p-1288422?offer=1288422_113098,1288422,5,,2018-12-23 22:43:00,
adayroi.com,https://www.adayroi.com/may-loc-nuoc-thong-minh-iro-1-1-karofi-9-cap-loi-orp-khong-tu-kt-k9i-1a-3-loi-loc-karofi-khong-lap-dat-mien-phi-tai-chung-cu-p-PRI1152768?offer=PRI1152768_070281,PRI1152768,5,Nhà mình mới mua máy này được mấy tháng. Dùng thích lắm mùa hè dùng không phải đun sôi tiết kiệm được kha khá tiền điện. Nước ăn uống cũng thấy yên tâm hơn.,2017-07-27 22:16:00,
adayroi.com,https://www.adayroi.com/may-loc-nuoc-thong-minh-iro-1-1-karofi-9-cap-loi-orp-khong-tu-kt-k9i-1a-3-loi-loc-karofi-khong-lap-dat-mien-phi-tai-chung-cu-p-PRI1152768?offer=PRI1152768_070281,PRI1152768,5,định mua nhưng chưa biết nên mua loại mấy quả lọc,2017-07-21 21:14:00,
adayroi.com,https://www.adayroi.com/may-loc-nuoc-thong-minh-iro-1-1-karofi-9-cap-loi-orp-khong-tu-kt-k9i-1a-3-loi-loc-karofi-khong-lap-dat-mien-phi-tai-chung-cu-p-PRI1152768?offer=PRI1152768_070281,PRI1152768,3,Nước uống ngon hơn,2017-07-18 10:21:00,
adayroi.com,https://www.adayroi.com/may-loc-nuoc-thong-minh-iro-1-1-karofi-9-cap-loi-orp-khong-tu-kt-k9i-1a-3-loi-loc-karofi-khong-lap-dat-mien-phi-tai-chung-cu-p-PRI1152768?offer=PRI1152768_070281,PRI1152768,5,"Mới mua máy này được hơn tháng, nước uống ngon.",2017-07-18 10:19:00,
adayroi.com,https://www.adayroi.com/may-loc-nuoc-lam-nong-lanh-karofi-hcv351-wh-hang-chinh-hang-khong%C2%A0ho-tro%C2%A0lap-dat-mien-phi-tai-chung-cu-p-1288598?offer=1288598_113098,1288598,5,,2018-11-03 23:30:00,
adayroi.com,https://www.adayroi.com/may-loc-nuoc-karofi-kt-ks80-p-PRI676908?offer=PRI676908_113098,PRI676908,5,Good service,2017-10-17 12:48:00,
adayroi.com,https://www.adayroi.com/thiet-bi-loc-nuoc-tren-bon-rua-mitsubishi-cleansui-z9e-p-1890229?offer=1890229_176011,1890229,5,"Đã dùng sản phẩm này, nhỏ gọn, dễ sử dụng. Nói chung hàng Nhật chất lượng tốt hơn mong đợi",2018-11-07 10:47:00,
adayroi.com,https://www.adayroi.com/loi-loc-nuoc-kangaroo-so-1-1-loi-loc-theo-dieu-kien-p-PRI881367?offer=PRI881367_M-PVT,PRI881367,5,"Giao hàng nhanh, sản phẩm tốt",2017-07-08 21:51:00,
adayroi.com,https://www.adayroi.com/loi-loc-nuoc-kangaroo-so-1-1-loi-loc-theo-dieu-kien-p-PRI881367?offer=PRI881367_M-PVT,PRI881367,5,"Ad cho tôi hỏi lõi lọc này sử dụng được cho máy lọc nước nóng lạnh kagooru KG47 không?
Xin cảm ơn",2017-01-09 19:13:00,
adayroi.com,https://www.adayroi.com/may-loc-nuoc-de-gam-karofi-uro-1-0-uds7100-trang-hang-chinh-hang-khong-ho-tro-lap-dat-mien-phi-tai-chung-cu-p-1289398?offer=1289398_113098,1289398,5,,2018-12-25 18:03:00,
