Domain,Url,Product_id,Brand,Category,Model,Price,Seller,Info
yes24.vn,https://www.yes24.vn/to-thuy-tinh-luminarc-diwali-12cmd7361-p1463696.html,1463696,Luminarc,Gia dụng,Tô thủy tinh Luminarc Diwali 12cm-D7361,"40,000đ",https://www.yes24.vn/cong-ty-co-phan-dau-tu-cong-nghe-a-chau-pr1751," Giới thiệu sản phẩm Tô thủy tinh Luminarc Diwali 12cm-D7361  Tô thủy tinh Diwali  - Hiệu Luminarc làm bằng chất liệu thủy tinh cao cấp sẽ là vật dụng đựng đồ ăn sang trọng và hữu dụng trên bàn ăn gia đình. Với thiết kế chất liệu chống bám bụi và chịu va đập tốt, bạn sẽ hoàn toàn yên tâm khi sử dụng tô thủy tinh của hãng Luminarc. Ngoài ra, sản phẩm còn có thể dùng được trong lò vi sóng cũng như trong máy rửa chén bát, mang lại hiệu quả sử dụng tiện lợi cho các bà nội trợ. Những món ăn nóng sốt sẽ thêm phần ngon miệng với tô thủy tinh Diwali - Hiệu Luminarc.  ĐẶC ĐIỂM NỔI BẬT  Thủy tinh cao cấp Tô được làm từ chất liệu thủy tinh, mang tính thẩm mỹ cao. Chất liệu dễ chùi rửa, mang tính an toàn vệ sinh cao. Việc vệ sinh tô sẽ trở nên dễ dàng và nhanh chóng hơn với ngay cả những thức ăn chứa dầu mỡ, giúp bạn tiết kiệm thời gian rửa chén mỗi ngày.  Thiết kế tinh tế và sang trọng Lòng được điểm xuyến họa tiết nổi bật trên nền thủy tinh trắng nhưng vẫn toát lên sự trang nhã, làm bàn ăn thêm bắt mắt hơn. Tô có đường kính 21cm, với kích thước này, bạn có thể dùng đựng canh, các món xào hay dùng phục vụ những món soup nóng hổi. Có thể dùng trong máy rửa chén Việc chùi rửa sẽ trở nên dễ dàng hơn vì sản phẩm có thể dùng an toàn với máy rửa chén mà không bị phai màu hoa văn.  Có thể dùng trong lò vi sóng Tô thủy tinh cao cấp có thể dùng để hâm nóng đồ ăn trong lò vi sóng. Lưu ý, bạn không nên đậy nắp tô khi để trong lò vi sóng    HƯỚNG DẪN SỬ DỤNG, BẢO QUẢN ĐỒ DÙNG, VẬT DỤNG THỦY TINH  - Khi vệ sinh cốc, chén hay bất cứ đồ dùng gì bằng thủy tinh trong nhà, bạn cần phải thật nhẹ nhàng, hạn chế tối đa những va chạm, cọ xát nếu không, sản phẩm rất nhanh dễ bị vỡ, sứt mẻ hay rạn nứt. - Sau một thời gian sử dụng, đồ thủy tinh sẽ trở nên xỉn màu. Nếu muốn trả lại cho chúng vẻ sáng trong như ban đầu, bạn hãy thử sử dụng vỏ trứng, chanh và giấm. Cách thực hiện: Vò nát khoảng 6 vỏ trứng rồi cho vào đồ dùng cần làm sạch, sau đó vắt hai quả chanh hoặc một nửa cốc giấm, ngâm qua một đêm đủ thời gian để cho vỏ trứng tan trong nước chanh hoặc giấm. Sau đó, rửa đồ dùng bằng nước nóng và úp khô.    THÔNG TIN THƯƠNG HIỆU  Luminarc là thương hiệu đồ dùng gia đình bằng thủy tinh, pha lê danh tiếng trực thuộc Tập đoàn ARC International (Pháp) với đội ngũ hơn 15.000 nhân sự làm việc tại khắp các quốc gia trên thế giới, trong đó riêng ở Pháp có đến hơn 9.000 nhân sự. Tập đoàn được thành lập từ hơn 40 năm nay, có trụ sở chính tại Arques với doanh thu khoảng 1.5 tỷ Euro (ước tính năm 2007) từ các thương hiệu nổi tiếng như Luminarc, Arcoroc, Cristal d’Arques Paris, Pyrex, Chef & Sommelier. Các sản phẩm của tập đoàn Arc International đều được đánh giá cao bởi chất lượng, kiểu dáng, phù hợp với mọi nhu cầu sử dụng và hiện đang được phân phối tại hơn 160 quốc gia. Với đội ngũ thiết kế và kỹ sư sáng tạo, giàu kinh nghiệm, Luminarc luôn tạo ra những sản phẩm độc đáo từ màu sắc thời trang, kiểu dáng hiện đại đến chức năng tiện ích, đáp ứng được mọi nhu cầu sử dụng đa dạng. Các thiết kế của Luminarc đều mang cảm hứng bắt nguồn từ những xu hướng của cuộc sống hiện đại và những xu hướng trong tương lai.          "
yes24.vn,https://www.yes24.vn/chen-thuy-tinh-luminarc-ikumi-12cm-p1909035.html,1909035,Luminarc,Gia dụng,Chén thủy tinh Luminarc Ikumi 12cm,"45,000đ",https://www.yes24.vn/cong-ty-co-phan-dau-tu-cong-nghe-a-chau-pr1751," Giới thiệu sản phẩm Chén thủy tinh Luminarc Ikumi 12cm  Chén thủy tinh Luminarc Ikumi 12cm với hoa văn độc đáo theo phong cách thiết kế Pháp đảm bảo cả tính thẩm mỹ và sự tiện dụng cho bạn. Với dòng sản phẩm này, phòng ăn nhà bạn sẽ trở nên trang nhã mà không kém phần tươi mới, giúp cho cả nhà bạn có được những bữa ăn ngon miệng và đẹp mắt. - Chén thủy tinh Luminarc Ikumi 21cm được làm từ chất liệu thủy tinh cao cấp tráng lớp opal, giúp tăng độ bền và độ bóng cho sản phẩm. Chén không sinh ra các chất có hại trong quá trình sử dụng, đảm bảo an toàn cho sức khỏe người dùng. - Chén có khả năng chịu nhiệt, chịu lực tốt, chống bám bẩn và dầu mỡ hiệu quả, giúp bạn dễ dàng vệ sinh sau khi sử dụng. Bạn có thể sử dụng chén trong lò vi sóng hay máy rửa chén, giúp tiết kiệm thời gian vệ sinh sản phẩm. - Xung quanh thân chén có thiết kế hình hoa đẹp mắt, tạo nên nét đặc trưng riêng cho dòng sản phẩm. Chén thích hợp để đựng các món cháo, soup, canh... vừa đảm bảo vệ sinh vừa tăng tính thẩm mỹ, góp phần mang đến những bữa cơm gia đình ngon miệng.       Hướng dẫn sử dụng - Đối với các vết bẩn thông thường thì rất đơn giản, chỉ cần ngâm khoảng 10 phút trong nước vo gạo, sau đó rửa lại thật sạch bằng nước lạnh. - Với những vết bẩn cứng đầu hơn, phải dùng bột nở (baking soda). Hoà một ít baking soda vào nước ấm làm thành dung dịch, sau đó thấm lên trên vết bẩn. Để khô trong 15 phút. Sau đó chỉ cần lau chỗ đó đi rồi rửa lại với nước lạnh.    Thông tin thương hiệu Luminarc là thương hiệu thủy tinh hàng đầu thế giới từ Pháp, thuộc tập đoàn ARC International, đã cung cấp hàng nghìn các sản phẩm thủy tinh, pha lê gia dụng chất lượng cao trên khắp thế giới. Các sản phẩm của Luminarc được thiết kế từ chất liệu thủy tinh cao cấp, với kiểu dáng sang trọng và hoa văn tinh xảo. Luminarc đã xuất khẩu trên 180 quốc gia, là trợ thủ đắc lực của các bà nội trợ và đầu bếp nổi tiếng trên thế giới. "
yes24.vn,https://www.yes24.vn/binh-dung-nuoc-the-thao-herevin-750ml-161500-mau-trang-p1693578.html,1693578,Herevin,Gia dụng,Bình đựng nước thể thao HEREVIN 750ml - 161500 (màu trắng),"94,000đ",https://www.yes24.vn/cong-ty-co-phan-thuong-mai-asama-pr2039," Giới thiệu sản phẩm Bình đựng nước thể thao HEREVIN 750ml - 161500 (màu trắng)  THÔNG TIN SẢN PHẨM Chất liệu nhựa cứng bền bỉ, an toàn Bình nước thể thao Herevin 750ml là bình nước được sản xất tại Châu Âu, làm bằng chất liệu nhựa dày dặn, bền đẹp, đồng thời không chứa các hóa chất gây hại, BPA Free đảm bảo an toàn cho sức khỏe người dùng. Chất liệu nhựa cao cấp còn có khả năng chống bám bẩn tốt, giúp bạn tiết kiệm thời gian trong việc vệ sinh và chùi rửa. Nắp đậy chắc chắn, vòi uống thuận tiện Thiết kế chắc chắn với nắp nhựa đậy kín dễ dàng đóng mở, giúp ngăn ngừa bụi bẩn, vi khuẩn và các tác nhân bên ngoài môi trường xâm nhập một cách tối đa. Vòi uống với kích thước nhỏ giúp chống sặc nước. Mang đến nét nổi bật cho phong cách của bạn Kích thước nhỏ gọn, tiện lợi, giúp bạn có thể đựng được nước lọc, sữa, các loại nước giải khát... vừa đẹp mắt vừa hợp vệ sinh. Với kiểu dáng thể thao, cùng màu sắc tươi tắn kết hợp họa tiết trang trí tinh tế, sẽ góp phần mang đến sự hiện đại và nổi bật cho phong cách của bạn. Bình nhựa duy nhất sản xuất tại Châu Âu, xuất xứ Thổ Nhĩ Kỳ đáp ứng đầy đủ tiêu chuẩn vệ sinh an toàn thực phẩm EU & VN           "
yes24.vn,https://www.yes24.vn/binh-giu-nhiet-400ml-locklock-one-hand-tumbler-lhc4028r-p1897663.html,1897663,LOCK&LOCK,Gia dụng,Bình giữ nhiệt 400ml Lock&Lock One Hand Tumbler LHC4028R,"224,000đ",https://www.yes24.vn/yes24vinakho-pr1631," Giới thiệu sản phẩm Bình giữ nhiệt 400ml Lock&Lock One Hand Tumbler LHC4028R  Đặc điểm sản phẩm - Bình giữ nhiệt 400ml Lock&Lock One-Hand LHC4028R có kiểu dáng nhỏ gọn 7x21cm thích hợp mang theo khi đi học, đi làm, du lịch hoặc trong các chuyến dã ngoại cùng bạn bè, người thân. - Bình giữ nhiệt được làm bằng thép không gỉ và nhựa PP bền đẹp, không chứa thành phần độc hại, đảm bảo an toàn cho sức khỏe. Chất liệu cao cấp chịu nhiệt và giữ nhiệt tốt, không bám màu, bám mùi và dễ dàng vệ sinh sau khi sử dụng. - Thân bình có cấu trúc nhiều lớp giúp giữ nhiệt tốt, giữ nóng từ 6 - 8 tiếng, giữ lạnh lên đến 24 tiếng. Lớp tráng bên trong bình giúp hiệu quả giữ nhiệt được gia tăng tối ưu. Nắp đậy kín giúp tăng hiệu quả giữ nhiệt và ngăn ngừa bụi bẩn, vi khuẩn xâm nhập.       Hướng dẫn sử dụng - Rửa sạch bằng nước ấm trong lần sử dụng đầu tiên để tăng hiệu quả giữ nhiệt - Luôn để nước cách miệng bình 2cm - Trường hợp thân bình xuất hiện đóm đỏ, đổ dung dịch nước giấm pha loãng vào bình và để khoảng 30 phút rồi rửa sạch bình - Bảo quản nơi khô ráo, mát mẻ  Lưu ý khi sử dụng - Tránh làm rơi sản phẩm - Không được sử dụng trong lò vi sóng, máy rửa chén - Không nên chứa đồ uống có gas, đá khô, sữa (cho trẻ em) - Không nên dùng vật cứng để chùi rửa bình - Không khử trùng nắp bằng cách luộc nắp bình - Đối với bình giữ nóng, không nên đặt trực tiếp miệng lên miệng bình để uống    Thông tin thương hiệu Lock&Lock là thương hiệu đồ gia dụng hàng đầu thế giới đến từ Hàn Quốc, với quy mô toàn cầu xuất khấu trên 120 quốc gia. Lock&Lock luôn phát triển đa dạng hóa các dòng sản phẩm từ đồ dùng nhà bếp, đồ dùng phòng khách, đồ dùng phòng tắm đến đồ dùng du lịch, đồ dùng trẻ em ... Để đáp ứng nhu cầu thị trường, Lock&Lock đã tiến hành mở rộng cơ sở sản xuất với chuỗi các nhà máy như: Asan tại Hàn Quốc, Uy Hải và Tô Châu ở Trung Quốc, Đồng Nai và Vũng Tàu tại Việt Nam.Để lưu dấu ấn trên thị trường quốc tế, Lock&Lock luôn duy trì lợi thế cạnh tranh trong việc sử dụng vật liệu thân thiện với môi trường, đồng thời đặt yếu tố sức khỏe của người dùng và thân thiện với môi trường lên hàng đầu. Hiện tại, Lock&Lock đã sở hữu 100 bằng sáng chế, kiểu dáng và thương hiệu trên 85 quốc gia với chứng nhận ISO 9001 về chất lượng đảm bảo của sản phẩm. "
yes24.vn,https://www.yes24.vn/hop-thuy-tinh-glass-food-container-1100ml-glasslock-mcrb110-p1808847.html,1808847,Glasslock,Gia dụng,Hộp thủy tinh Glass food container 1100ml Glasslock MCRB110,"240,000đ",https://www.yes24.vn/yes24vinakho-pr2503," Giới thiệu sản phẩm Hộp thủy tinh Glass food container 1100ml Glasslock MCRB110  THÔNG SỐ SẢN PHẨM - Xuất xứ : Hàn Quốc  - Thành phần :  + Thân bằng thủy tinh cường lực  +  Nắp nhựa  + Gioăng silicon kín hơi  - Thể tích : 1100 ml  - Kích thước sản phẩm : 177 * 131 * 68 mmH  - Quy cách : 18 chiếc/thùng  - Kích thước thùng catton : 450 * 405 * 260 mmH    THÔNG TIN SẢN PHẨM  Hộp thủy tinh làm từ cát tự nhiên, không chứa BPA (Bisphenol-A), vì thế sản phẩm an toàn cho sức khỏe và có thể tái chế, góp phần bảo vệ môi trường.  Hộp đựng thức ăn Glasslock được sản xuất bằng thủy tinh chịu lực, khó vỡ ngay cả khi rơi từ độ cao 1.5m, bền gấp 3 lần so với thủy tinh thường.  Nắp hộp bằng nhựa P.P chịu được nhiệt độ cao.  Gioăng silicon và nắp đậy 4 khớp khóa đậy kín hộp, không để thức ăn rơi ra ngoài và giữ thức ăn tươi lâu vì không tiếp xúc với không khí.  Hộp sử dụng được trong lò vi sóng, máy rửa chén và tủ lạnh. Ngoài ra, hộp còn dễ chùi rửa và không bám mùi, mang lại tiện ích tối đa cho người sử dụng.    HƯỚNG DẪN SỬ DỤNG  Mở nắp sản phẩm khi sử dụng trong lò vi sóng.  Nên rửa sạch và để khô ngay sau khi sử dụng xong.  Nếu để hộp trong tủ đông/ngăn đá tủ lạnh, chờ 1-2 phút để mở hộp để tránh tình trạng khóa hộp bị nứt, gãy.        "
yes24.vn,https://www.yes24.vn/hop-com-kova-1l-mau-xanh-duong-tclb-p989779.html,989779,KOVA,Gia dụng,Hộp cơm Kova 1L màu xanh dương TCL-B,"98,000đ",https://www.yes24.vn/yes24vinakho-pr1202," Giới thiệu sản phẩm Hộp cơm Kova 1L màu xanh dương TCL-B  Hộp cơm Kova 1L màu xanh dương TCL-B dung tích 1lít được làm từ chất liệu nhựa P.P an toàn tuyệt đối cho sức khỏe, với thiết kế 3 ngăn cách biệt sẽ giúp bạn dễ dàng để cơm, canh và thức ăn mặn. Kiểu dáng tiện lợi, gọn nhẹ phù hợp để đem con khi đi làm. Sử dụng được trong lò vi sóng và dễ dàng vệ sinh. Kích thước: 20 x 13 x 6.5 cm    "
yes24.vn,https://www.yes24.vn/hop-com-kova-1l-mau-xanh-la-tclg-p989778.html,989778,KOVA,Gia dụng,Hộp cơm Kova 1L màu xanh lá TCL-G,"98,000đ",https://www.yes24.vn/yes24vinakho-pr1202," Giới thiệu sản phẩm Hộp cơm Kova 1L màu xanh lá TCL-G  Hộp cơm Kova 1L màu xanh lá TCL-G dung tích 1lít được làm từ chất liệu nhựa P.P an toàn tuyệt đối cho sức khỏe, với thiết kế 3 ngăn cách biệt sẽ giúp bạn dễ dàng để cơm, canh và thức ăn mặn. Kiểu dáng tiện lợi, gọn nhẹ phù hợp để đem con khi đi làm. Sử dụng được trong lò vi sóng và dễ dàng vệ sinh.  Kích thước: 20 x 13 x 6.5 cm        "
yes24.vn,https://www.yes24.vn/to-thuy-tinh-luminarc-romance-pink-18cm-p1909027.html,1909027,Luminarc,Gia dụng,Tô thủy tinh Luminarc Romance Pink 18cm,"80,000đ",https://www.yes24.vn/cong-ty-co-phan-dau-tu-cong-nghe-a-chau-pr1751," Giới thiệu sản phẩm Tô thủy tinh Luminarc Romance Pink 18cm  Tô thủy tinh Luminarc Romance Pink 18cm với hoa văn độc đáo theo phong cách thiết kế Pháp đảm bảo cả tính thẩm mỹ và sự tiện dụng cho bạn. Với dòng sản phẩm này, phòng ăn nhà bạn sẽ trở nên trang nhã mà không kém phần tươi mới, giúp cho cả nhà bạn có được những bữa ăn ngon miệng và đẹp mắt. - Tô thủy tinh Luminarc Romance Pink 18cm được làm từ chất liệu thủy tinh cao cấp tráng lớp opal, giúp tăng độ bền và độ bóng cho sản phẩm. Tô không sinh ra các chất có hại trong quá trình sử dụng, đảm bảo an toàn cho sức khỏe người dùng. - Tô có khả năng chịu nhiệt, chịu lực tốt, chống bám bẩn và dầu mỡ hiệu quả, giúp bạn dễ dàng vệ sinh sau khi sử dụng. Bạn có thể sử dụng tô trong lò vi sóng hay máy rửa chén, giúp tiết kiệm thời gian vệ sinh sản phẩm. - Xung quanh thân tô có thiết kế hình hoa đẹp mắt, tạo nên nét đặc trưng riêng cho dòng sản phẩm. Tô thích hợp để đựng các món cháo, soup, canh... vừa đảm bảo vệ sinh vừa tăng tính thẩm mỹ, góp phần mang đến những bữa cơm gia đình ngon miệng.       Hướng dẫn sử dụng - Đối với các vết bẩn thông thường thì rất đơn giản, chỉ cần ngâm khoảng 10 phút trong nước vo gạo, sau đó rửa lại thật sạch bằng nước lạnh. - Với những vết bẩn cứng đầu hơn, phải dùng bột nở (baking soda). Hoà một ít baking soda vào nước ấm làm thành dung dịch, sau đó thấm lên trên vết bẩn. Để khô trong 15 phút. Sau đó chỉ cần lau chỗ đó đi rồi rửa lại với nước lạnh.    Thông tin thương hiệu Luminarc là thương hiệu thủy tinh hàng đầu thế giới từ Pháp, thuộc tập đoàn ARC International, đã cung cấp hàng nghìn các sản phẩm thủy tinh, pha lê gia dụng chất lượng cao trên khắp thế giới. Các sản phẩm của Luminarc được thiết kế từ chất liệu thủy tinh cao cấp, với kiểu dáng sang trọng và hoa văn tinh xảo. Luminarc đã xuất khẩu trên 180 quốc gia, là trợ thủ đắc lực của các bà nội trợ và đầu bếp nổi tiếng trên thế giới. "
yes24.vn,https://www.yes24.vn/vong-tay-chong-con-trung-uncle-bills-ag2154-p1807773.html,1807773,Uncle bills,Gia dụng,Vòng tay chống côn trùng Uncle bills AG2154,"39,000đ",https://www.yes24.vn/cong-ty-tnhh-tm-dv-xnk-cung-cau-pr1558," Giới thiệu sản phẩm Vòng tay chống côn trùng Uncle bills AG2154  THÔNG SỐ SẢN PHẨM - Chất liệu: Nhựa pp - Kích thước: 9x12.8cm    THÔNG TIN SẢN PHẨM Vòng tay chống côn trùng Uncle bills AG2154 không hóa chất độc hại, được sử dụng để xua các loại côn trùng đặc biệt là muỗi.  Được sử dụng để xua đuổi côn trùng Vòng tay chống côn trùng Uncle Bills AG2154 được sử dụng để xua các loại côn trùng đặc biệt là muỗi, có thể đeo ở cổ tay hoặc chân. Không độc hại, an toàn tuyệt đối cho trẻ em Vòng tay chống côn trùng không hóa chất độc hại, an toàn cho trẻ nhỏ, người lớn và cả vật nuôi trong nhà. Dễ dàng sử dụng, bảo vệ tối đa lên đến 200 giờ Vòng tay dễ sử dụng, chỉ cần đeo vào tay là tránh được côn trùng hay muỗi. Sản phẩm phù hợp cho cả trong nhà lẫn ngoài trời, bảo vệ tối đa lên đến 200 giờ.     THÔNG TIN THƯƠNG HIỆU Uncle Bills (UBL) cung cấp hơn 1800 sản phẩm tiêu dùng tiện ích, tất cả đều hấp dẫn, tiện lợi và giá trị nổi bật xứng với số tiền bỏ ra. Sản phẩm bao gồm nhiều loại, từ đồ dùng nhà bếp, chăm sóc cá nhân, vệ sinh và lưu trữ, dụng cụ DIY (tự làm), ngoài trời, văn phòng phẩm và đồ dùng cho trẻ em. Sản phẩm của UBL do Uncle Bills Australia phát triển, giám sát và kiểm tra chất lượng. Sản phẩm đã được bán tại hơn 10,000 cửa hàng trên hơn 50 quốc gia, bao gồm Châu Âu, Châu Úc, Châu Á và Châu Phi. Từ năm 2009, các sản phẩm của UBL đã được phân phối tại Việt Nam. Sứ mệnh của UBL là cung cấp các sản phẩm hấp dẫn và tiện ích cho ngôi nhà hiện đại của các khách hàng Việt Nam. Bên cạnh 1800 sản phẩm chính lúc nào cũng sẵn có, UBL còn liên tục cập nhật các sản phẩm mới và đưa ra hàng loạt các loại sản phẩm bổ sung vào danh mục dành riêng cho Nội Thất, Điện Tử, Đồ Chơi, Lễ Giáng Sinh và Halloween và các sản phẩm tiêu dùng khuyến mãi theo chủ đề khác.                           "
yes24.vn,https://www.yes24.vn/bo-3-hop-thuy-tinh-glass-container-rectanguler-set-3pcs-400-715-1100-ml-glasslock-gl1044-p1808391.html,1808391,Glasslock,Gia dụng,Bộ 3 hộp thủy tinh Glass container rectanguler set 3pcs 400 + 715+ 1100 ml Glasslock GL1044,"612,000đ",https://www.yes24.vn/yes24vinakho-pr2503," Giới thiệu sản phẩm Bộ 3 hộp thủy tinh Glass container rectanguler set 3pcs 400 + 715+ 1100 ml Glasslock GL1044  THÔNG SỐ SẢN PHẨM Xuất xứ: Hàn Quốc  Thương hiệu: Glasslock  Chất liệu: Thân hộp: Thuỷ tinh chịu lực; Nắp hộp: Nắp nhựa PP + Silicon kháng khuẩn.  Bộ 3 hộp thủy tinh có thể tích:  + Hộp thủy tinh hình chữ nhật 400ml ( 148x99x43mmH)  + Hộp thủy tinh hình chữ nhật 715ml ( 164x115x57mmH)  + Hộp thủy tinh hình chữ nhật 1100ml ( 177x131x68mmH)    THÔNG TIN SẢN PHẨM Bộ 3 sản phẩm thủy tinh hình chữ nhật Glasslock Được làm từ chất liệu thủy tinh chịu lực, bền gấp 3 lần thủy tinh thông thường Thiết kế góc hộp bo tròn giúp việc vệ sinh được dễ dàng, sạch sẽ Nắp hộp bằng nhựa PP an toàn, gioăng silicon kín khí kháng khuẩn Sử dụng được trong lò vi sóng, máy rửa chén Bộ sản phẩm gồm 3 hộp với thể tích: 400ml, 700ml, 1100ml Ưu điểm nổi bật:  Chất liệu cao cấp, bền đẹp  - Được sản xuất từ thủy tinh chịu lực nhập khẩu từ hãng thủy tinh nổi tiếng Ishizuka, Nhật Bản, bộ hộp Glasslock có khả năng chống được những va đập vật lý ở mức cao, bền gấp 3 lần thủy tinh thường.  - Nắp hộp được sản xuất bằng nhựa PP kháng khuẩn, gioăng silicon chắc chắn, không chỉ giúp đậy kín mà còn ngăn ngừa sự sinh sôi của vi khuẩn giúp bảo quản thực phẩm tươi ngon lâu hơn.  - Các cạnh xung quanh hộp có 4 khóa để giữ nắp không bật ra, tăng độ kín khí, chống oxy hóa giúp bảo quản thực phẩm bên trong một cách tốt nhất. Nắp đậy kín còn giúp nước không bị rò rỉ ra ngoài và giữ kín mùi thực phẩm không ảnh hưởng đến môi trường xung quanh. Thiết kế thông minh, hiện đại  Bạn sẽ bị ấn tượng bởi lớp thủy tinh rất dày, trong suốt và luôn sáng bóng. Bề mặt thủy tinh láng mịn, không hề tì vết, không có bọt khí bên trong thể hiện chất lượng thủy tinh cao, đồng thời mang lại cảm giác vệ sinh và sạch sẽ cho người sử dụng. Dễ dàng vệ sinh sạch sẽ  Các góc hộp được bo tròn khiến người dùng không phải mất quá nhiều công sức để cọ rửa và giữ cho sản phẩm luôn sạch đẹp như mới. Thiết kế tinh tế với nắp màu trắng trên thân thủy tinh sáng bóng sẽ mang lại vẻ đẹp hiện đại cho căn bếp gia đình bạn. Đa chức năng  - Với thiết kế khoa học, hộp Glasslock có thể sử dụng đa mục đích như bảo quản thực phẩm trong tủ lạnh, làm hộp cơm văn phòng tiện dụng, hay dùng để đựng thực phẩm dự trữ cho những chuyến dã ngoại, picnic cùng bạn bè, người thân…  - Bộ sản phẩm có thể sử dụng trong lò vi sóng và máy rửa chén.                         "
