Domain,Url,Product_id,Brand,Category,Model,Price,Seller,Info
lazada.vn,https://www.lazada.vn/products/xiaomi-redmi-6a-16gb-ram-2gb-hang-phan-phoi-chinh-thuc-i225077128-s284003555.html?search=1,225077128,Xiaomi,Điện thoại di động,Xiaomi Redmi 6A 16GB Ram 2GB – Hãng phân phối chính thức ,2.149.000 ₫,Lazada Retail Xiaomi,CHƯƠNG TRÌNH GIẢM GIÁ ĐẶC BIỆT DUY NHẤT NGÀY 11.11 XEM BÊN DƯỚI 
lazada.vn,https://www.lazada.vn/products/fujitsu-docomo-arrows-x-f-05d-i105973808-s138101262.html?search=1,105973808,Fujitsu,Điện thoại di động,FUJITSU DOCOMO ARROWS X (F-05D),500.000 ₫,Di Động Thông Minh Thái Nguyên,Dễ dàng sử dụng 
lazada.vn,https://www.lazada.vn/products/dien-thoai-ip4-8-gb-fullbox-i250431177-s330835721.html?search=1,250431177,OEM,Điện thoại di động,Điện thoại IP4 8 GB fullbox,839.000 ₫,click mua ngay,Màn hình 
lazada.vn,https://www.lazada.vn/products/nokia-x7-64gb-ram-4gb-xanh-co-tieng-viet-shop-online-24-hang-nhap-khau-i251032466-s332402650.html?search=1,251032466,Nokia,Điện thoại di động,Nokia X7 64GB Ram 4GB (Xanh)- Có Tiếng Việt - Shop Online 24 - Hàng nhập khẩu,5.790.000 ₫,Shop Online 24 (Hà Nội),"Màn hình:IPS LCD, 6.18"", FullHD+ Thiết kế Nokia X7 (2018) Sự kết hợp từ hai mặt kính sang trọng cùng bộ khung nhôm series 6000 đã mang cho Nokia X7 (2018) một tổng thể liền mạch hoàn hảo. Điểm nhấn khá thú vị là phần viền của máy được phủ một lớp màu tím và ngả đồng khi có ánh sáng chiếu vào. Ngoài ra, thiết bị cũng đem đến cho người dùng sự cầm nắm thoải mái và chắc tay với các góc cạnh được bo cong mềm mại. Thiết kế sang trọng và chắc chắn của Nokia X7 (2018) Màn hình Nokia X7 (2018) Nokia X7 (2018) được trang bị màn hình tai thỏ khá tân tiến với kích thước lên đến 6.18 inches. Tấm nền IPS LCD với độ phân giải FullHD+ 1080 x 2280 pixels cho máy khả năng hiển thị hình ảnh sắc nét và rất bắt mắt. Ngoài ra, màn hình có độ sáng tới 500 nits, độ tương phản 1500: 1 và gam màu 96% NTSC cho chất lượng hiển thị hình ảnh vô cùng tốt. Nokia X7 (2018) sở hữu màn hình tai thỏ với chất lượng hình ảnh rất tốt và màu sắc hài hòa, bắt mắt Cấu hình Nokia X7 (2018) Cung cấp cho Nokia X7 (2018) một hiệu năng mạnh mẽ là bộ vi xử lý Snapdragon 710 đi kèm bộ RAM 4 hoặc 6GB. Bên cạnh đó, thiết bị hoạt động trên hệ điều hành Android 8.1 (Oreo) tân tiến giúp máy xử lý mọi tác vụ rất nhanh chóng và đa nhiệm mượt mà. Viên pin dung lượng 3500 mAh được hỗ trợ sạc nhanh sẽ giúp người dùng thoải mái sử dụng thiết bị trong một ngày. Thiết bị có thể dễ dàng chạy mọi tác vụ một cách nhanh chóng nhất với cấu hình tương đối mạnh Camera Nokia X7 (2018) Cụm camera kép ở mặt sau 12MP + 13MP được tích hợp khá nhiều công nghệ và tính năng hiện đại giúp đem lại những bức ảnh ưng ý nhất cho người dùng. Trong đó, cảm biến 12MP khẩu độ f/1.8 có khả năng chống rung quang học, ổn định hình ảnh điện tử cùng khả năng chụp ảnh trong đếm vô cùng tốt. Cảm biến phụ 13MP còn lại có khẩu độ f/2.4 giúp máy chụp ảnh xóa phông chuyên nghiệp và ảo diệu hơn. Camera của Nokia X7 (2018) hứa hẹn sẽ cho người dùng những trải nghiệm mới lạ và hấp dẫn Camera selfie 20MP có khẩu độ f/2.0 cũng được trang bị một số tính năng chụp ảnh rất hấp dẫn và có khả năng nhận diện khuôn mặt cực nhanh để mở khóa bên cạnh bảo mật vân tay. Cả 3 camera này đều sở hữu công nghệ AI thông minh có thể nhận diện được 18 khung cảnh khác nhau và từ đó điều chỉnh mọi thông số giúp đạt được cân bằng hài hoà giữa làm đẹp và tự nhiên. Cả 3 camera trên Nokia X7 (2018) đều được trang bị công nghệ AI thông minh và chuyên nghiệp"
lazada.vn,https://www.lazada.vn/products/xiaomi-mi-4-ram-3gb-hang-nhap-khau-i231738970-s294225775.html?search=1,231738970,Xiaomi,Điện thoại di động,Xiaomi Mi 4 Ram 3GB - Hàng nhập khẩu,2.200.000 ₫,Giarequa1,"Điện thoại Xiaomi Mi4, là mộtFlagship làm lên tên tuổi Xiaomi. Đặc điểm nổi bật của Mi4: Viền kim loại, pin rất tốt, màn đẹp và được update phần mềm liên tục (Android 6.0, tiếng việt. Xiaomi Mi4 mới 100% Fullboxchạy sẵn Rom quốc tế.Xiaomi Mi4 phù hợp với cả nam/ nữ, đặc biệt có camera trước 8MPtự sướng đẹp thần sầu. Là một điện thoại có màn hình 5.0 Full HD, LCD IPS, với ram 3gb chạy rất mượt các ứng dụng, bộ nhớ trong 16gb, camera sau 13mpx, camera sau 8mpx và một viên pin 3080mha có lẻ là điều đáng nói nhiều của mi4. Là một siêu phẩm làm nên thành công của thương hiệu thế giới đến từ xiaomiThông số chi tiết sản phẩm– CPU: Qualcomm S801, 4 nhân/ GPU: Adreno 330– Ram 2Gb/ 3Gb, bộ nhớ trong 16Gb (Không hỗ trợ khe cắm thẻ nhớ ngoài)– Màn hình 5″ Full HD, LCD IPS– Camera: 13Mpx/ 8Mpx– Pin: 3080mAh "
lazada.vn,https://www.lazada.vn/products/dien-thoai-samsunggalaxyj7-2016-ram-2gb16gb-i249887089-s329339745.html?search=1,249887089,OEM,Điện thoại di động,điện thoại SamsungGalaxyJ7-2016 (ram 2GB/16GB),1.599.000 ₫,Viễn Thông Đông Á,Màn hình :1280 x 720 pixels 
lazada.vn,https://www.lazada.vn/products/dien-thoai-gia-re-zip8-2-sim-bh-1-nam-tang-kem-1-den-led-usbop-lung-i207602222-s258126653.html?search=1,207602222,Zip Mobile,Điện thoại di động,Điện Thoại Giá Rẻ ZIP8-2 sim-BH 1 năm-Tặng Kèm 1 Đèn Led USB+Ốp Lưng,965.000 ₫,Xuân Mai Shop.,** GIAO HÀNG NGẪU NHIÊN LV6+ HOẶC ZIP8** 
lazada.vn,https://www.lazada.vn/products/xiaomi-redmi-note-5-pro-32gb-ram-3gb-co-tieng-viet-den-hang-nhap-khau-i211277876-s264472551.html?search=1,211277876,Xiaomi,Điện thoại di động,Xiaomi Redmi Note 5 Pro 32GB Ram 3GB Có Tiếng Việt (Đen) - Hàng nhập khẩu,3.290.000 ₫,Shop Online 24 (Hà Nội),Màn hình : 5.99 inch 
lazada.vn,https://www.lazada.vn/products/xiaomi-redmi-6-pro-32gb-ram-3gb-den-hang-nhap-khau-i225221609-s284225335.html?search=1,225221609,Xiaomi,Điện thoại di động,Xiaomi Redmi 6 Pro 32GB Ram 3GB (Đen) - Hàng nhập khẩu,3.020.000 ₫,Shop Online 24 (Hà Nội),"Màn hình: IPS LCD, 5.84"", Full HD+ "
lazada.vn,https://www.lazada.vn/products/thanh-sim-vietnammobile-4g-10-so-moi-nhat-i238010506-s303707334.html?search=1,238010506,Vietnammobile,Điện thoại di động,thanh sim vietnammobile 4G 10 số mới nhất ,19.000 ₫,Shop Autumn,Có ngay 120Gb/tháng (4Gb/ngày) 
