Domain,Url,Product_id,1,2,3,4,5
tiki.vn,https://tiki.vn/giay-luoi-nam-cao-cap-sv20-mau-den-p7372357.html?src=category-page-914.915.1686&2hi=1,7372357,0,0,0,2,1
tiki.vn,https://tiki.vn/giay-luoi-nam-phong-cach-tre-trung-nang-dong-mau-densv05-p7422585.html?src=category-page-914.915.1686&2hi=0,7422585,0,0,1,0,2
tiki.vn,https://tiki.vn/giay-nam-chat-lieu-cao-su-thoi-trang-t195k240-nau-p5142853.html?src=category-page-914.915.1686&2hi=1,5142853,0,0,1,0,2
tiki.vn,https://tiki.vn/giay-nam-dep-the-thao-sneaker-thoi-trang-zapas-gz029-trang-p4346227.html?src=category-page-914.915.1686&2hi=0,4346227,0,0,0,0,1
tiki.vn,https://tiki.vn/giay-tay-nam-huy-hoang-ht7107-den-p1999397.html?src=category-page-914.915.1686&2hi=0,1999397,0,0,0,0,1
tiki.vn,https://tiki.vn/giay-tang-chieu-cao-cho-nam-7cm-van-ca-sau-vang-gog-gcl817221v-p10738116.html?src=category-page-914.915.1686&2hi=0,10738116,0,0,0,0,1
tiki.vn,https://tiki.vn/giay-sneaker-the-thao-nam-passo-g207-p10191117.html?src=category-page-914.915.1686&2hi=1,10191117,0,0,0,0,1
tiki.vn,https://tiki.vn/giay-tay-nam-buoc-day-zavans-gt03-den-p3073113.html?src=category-page-914.915.1686&2hi=0,3073113,0,0,0,0,1
tiki.vn,https://tiki.vn/giay-tay-nam-vina-giay-agt-g0004-xa-nau-p4667187.html?src=category-page-914.915.1686&2hi=0,4667187,0,0,0,0,1
tiki.vn,https://tiki.vn/combo-2-chai-xit-khu-mui-giay-mini-bo-tui-noi-dia-nhat-ban-p4425513.html?src=category-page-914.915.1686&2hi=0,4425513,0,0,0,0,1
tiki.vn,https://tiki.vn/giay-tay-nam-vina-giay-agt-g0003-xa-nau-p4665219.html?src=category-page-914.915.1686&2hi=0,4665219,0,0,0,0,1
tiki.vn,https://tiki.vn/giay-sandal-da-nam-vina-giay-asa-i0017-xa-nau-vang-p5542625.html?src=category-page-914.915.1686&2hi=0,5542625,0,0,0,0,1
tiki.vn,https://tiki.vn/giay-tay-thoi-trang-nam-cong-so-zaris-zr51618-p10671850.html?src=category-page-914.915.1686&2hi=0,10671850,0,0,0,0,1
